Company,Item,Category,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbs (g),Fiber (g),Sugars (g),Protein (g)
Wendy’s,"Caramel Iced Coffee, Small",Drink,160,6,3.5,0,20,30,26,0,24,2
Wendy’s,"Coca-Cola, Large",Drink,400,0,0,0,0,90,109,0,109,0
Wendy’s,"Coca-Cola, Medium",Drink,320,0,0,0,0,70,87,0,87,0
Wendy’s,"Coca-Cola, Small",Drink,200,0,0,0,0,45,54,0,54,0
Wendy’s,"Coca-Cola Zero Sugar, Large",Drink,0,0,0,0,0,100,1,0,0,0
Wendy’s,"Coca-Cola Zero Sugar, Medium",Drink,0,0,0,0,0,80,1,0,0,0
Wendy’s,"Coca-Cola Zero Sugar, Small",Drink,0,0,0,0,0,50,0,0,0,0
Wendy’s,"Diet Coke, Large",Drink,0,0,0,0,0,125,1,0,0,0
Wendy’s,"Diet Coke, Medium",Drink,0,0,0,0,0,100,1,0,0,0
Wendy’s,"Diet Coke, Small",Drink,0,0,0,0,0,45,0,0,0,0
Wendy’s,"Dr Pepper, Large",Drink,240,0,0,0,0,70,66,0,64,0
Wendy’s,"Dr Pepper, Medium",Drink,190,0,0,0,0,55,53,0,51,0
Wendy’s,"Dr Pepper, Small",Drink,120,0,0,0,0,35,33,0,32,0
Wendy’s,"Fanta Orange, Large",Drink,430,0,0,0,0,110,117,0,115,0
Wendy’s,"Fanta Orange, Medium",Drink,340,0,0,0,0,85,94,0,92,0
Wendy’s,"Fanta Orange, Small",Drink,210,0,0,0,0,55,59,0,58,0
Wendy’s,"Hi-C Flashin’ Fruit Punch, Large",Drink,420,0,0,0,0,140,115,0,113,0
Wendy’s,"Hi-C Flashin’ Fruit Punch, Medium",Drink,340,0,0,0,0,115,92,0,90,0
Wendy’s,"Hi-C Flashin’ Fruit Punch, Small",Drink,210,0,0,0,0,70,58,0,56,0
Wendy’s,"Honest Tropical Green Tea, Large",Drink,110,0,0,0,0,55,29,0,29,0
Wendy’s,"Honest Tropical Green Tea, Medium",Drink,90,0,0,0,0,40,22,0,22,0
Wendy’s,"Honest Tropical Green Tea, Small",Drink,60,0,0,0,0,25,14,0,14,0
Wendy’s,Hot Tea,Drink,0,0,0,0,0,0,1,0,0,0
Wendy’s,"Limeade, Large",Drink,460,0,0,0,0,55,117,0,111,0
Wendy’s,"Limeade, Medium",Drink,380,0,0,0,0,45,98,0,93,0
Wendy’s,"Limeade, Small",Drink,230,0,0,0,0,30,59,0,56,0
Wendy’s,"Minute Maid Light Lemonade, Large",Drink,15,0,0,0,0,10,2,0,0,0
Wendy’s,"Minute Maid Light Lemonade, Medium",Drink,10,0,0,0,0,10,1,0,0,0
Wendy’s,"Minute Maid Light Lemonade, Small",Drink,5,0,0,0,0,5,1,0,0,0
Wendy’s,"Mocha Iced Coffee, Medium",Drink,210,8,5,0,25,40,32,0,28,3
Wendy’s,"Mocha Iced Coffee, Small",Drink,170,6,3.5,0,20,30,28,0,25,2
Wendy’s,"Pear Berry Fruit Tea, Large",Drink,320,0,0,0,0,60,82,0,76,0
Wendy’s,"Pear Berry Fruit Tea, Medium",Drink,300,0,0,0,0,50,76,0,70,0
Wendy’s,"Pear Berry Fruit Tea, Small",Drink,170,0,0,0,0,30,44,0,40,0
Wendy’s,"Skinny Vanilla Iced Coffee, Medium",Drink,100,8,5,0,25,45,14,0,0,3
Wendy’s,"Skinny Vanilla Iced Coffee, Small",Drink,70,5,3.5,0,15,30,6,0,0,2
Wendy’s,"Small Sprite, Small",Drink,200,0,0,0,0,90,53,0,53,0
Wendy’s,"Sprite, Large",Drink,390,0,0,0,0,180,105,0,105,0
Wendy’s,"Sprite, Medium",Drink,310,0,0,0,0,140,84,0,84,0
Wendy’s,"Strawberry Lemonade, Large",Drink,480,0,0,0,0,55,121,0,114,0
Wendy’s,"Strawberry Lemonade, Medium",Drink,380,0,0,0,0,45,98,0,92,0
Wendy’s,"Strawberry Lemonade, Small",Drink,230,0,0,0,0,30,58,0,54,0
Wendy’s,"Strawberry Sweet Tea, Large",Drink,270,0,0,0,0,15,69,0,67,0
Wendy’s,"Strawberry Sweet Tea, Medium",Drink,240,0,0,0,0,15,60,0,59,0
Wendy’s,"Strawberry Sweet Tea, Small",Drink,140,0,0,0,0,10,36,0,35,0
Wendy’s,"Strawberry Tea, Large",Drink,90,0,0,0,0,20,22,0,20,0
Wendy’s,"Strawberry Tea, Medium",Drink,60,0,0,0,0,15,16,0,14,0
Wendy’s,"Strawberry Tea, Small",Drink,45,0,0,0,0,10,11,0,10,0
Wendy’s,"Sweetened Iced Tea, Large",Drink,300,0,0,0,0,25,77,0,75,0
Wendy’s,"Sweetened Iced Tea, Medium",Drink,220,0,0,0,0,20,58,0,56,0
Wendy’s,"Sweetened Iced Tea, Small",Drink,160,0,0,0,0,10,41,0,40,0
Wendy’s,"Vanilla Iced Coffee, Medium",Drink,250,8,5,0,25,40,42,0,39,3
Wendy’s,"Vanilla Iced Coffee, Small",Drink,170,6,3.5,0,20,30,28,0,26,2
Wendy’s,"Classic Chocolate Frosty, Junior",Dessert,200,5,3,0,20,90,33,0,27,6
Wendy’s,"Classic Chocolate Frosty, Large",Dessert,590,15,10,0.5,60,260,99,0,81,17
Wendy’s,"Classic Chocolate Frosty, Medium",Dessert,470,12,8,0.5,50,210,79,0,65,13
Wendy’s,"Classic Chocolate Frosty, Small",Dessert,350,9,6,0,35,150,58,0,47,10
Wendy’s,"Vanilla Frosty, Junior",Dessert,190,5,3.5,0,25,90,32,0,27,5
Wendy’s,"Vanilla Frosty, Large",Dessert,570,15,10,0.5,70,260,94,0,78,15
Wendy’s,"Vanilla Frosty, Medium",Dessert,450,12,8,0.5,55,210,75,0,63,12
Wendy’s,"Vanilla Frosty, Small",Dessert,340,9,6,0,45,160,56,0,47,9
Wendy’s,Chocolate Chunk Cookie,Dessert,310,16,8,0,20,210,40,2,24,3
Wendy’s,Double Chocolate Chunk Cookie,Dessert,290,14,7,0,20,230,39,4,21,4
Wendy’s,Sugar Cookie,Dessert,330,16,8,0,25,300,43,1,24,3
Wendy’s,Kids 2 Piece Chicken Tenders,Extra,200,10,1.5,0,45,620,13,0,0,15
Wendy’s,Kids 4 Piece Chicken Nuggets,Extra,170,11,2,0,35,340,10,0,0,9
Wendy’s,Kids Cheeseburger,Sandwich,280,13,6,0.5,50,540,25,1,5,15
Wendy’s,Kids Grilled Chicken Wrap,Wrap,270,10,3.5,0,55,640,24,2,3,20
Wendy’s,Kids Hamburger,Sandwich,240,9,3.5,0.5,40,350,24,1,5,13
Wendy’s,Artisan Egg Sandwich with Bacon,Breakfast,320,17,8,0,245,750,25,1,4,18
Wendy’s,Artisan Egg Sandwich with Sausage,Breakfast,480,33,13,0,275,980,27,1,4,21
Wendy’s,Bacon Breakfast Bowl,Breakfast,510,28,9,0,245,1390,44,4,2,19
Wendy’s,Biggie Breakfast Sandwich,Breakfast,610,40,15,0,290,1400,37,2,7,27
Wendy’s,Fresh-Baked Biscuit with Applewood Smoked Bacon,Breakfast,410,24,13,0,235,970,34,1,5,15
Wendy’s,Fresh Baked Biscuit with Natural Sausage,Breakfast,590,41,19,0,270,1270,36,1,6,20
Wendy’s,Gravy and Sausage Bowl,Breakfast,450,22,6,0,220,1260,50,4,2,12
Wendy’s,Honey Butter Chicken Biscuit,Breakfast,500,26,12,0,50,1120,48,1,9,19
Wendy’s,Sausage and Egg Burrito,Breakfast,360,20,8,0,210,920,29,1,2,17
Wendy’s,Sausage and Gravy Biscuit,Breakfast,490,29,14,0,20,1400,49,2,6,8
Wendy’s,Sausage Biscuit,Breakfast,480,33,15,0,50,1010,35,1,5,12
Wendy’s,Sausage Breakfast Bowl,Breakfast,640,42,14,0,270,1540,46,4,3,21
Wendy’s,"Seasoned Home-Style Potatoes, Large",Extra,360,13,2.5,0,0,1080,57,6,1,5
Wendy’s,"Seasoned Home-Style Potatoes, Medium",Extra,250,9,1.5,0,0,750,39,4,1,4
Wendy’s,"Seasoned Home-Style Potatoes, Small",Extra,230,8,1.5,0,0,680,35,4,0,3
Wendy’s,Two Sausage and Egg Burritos,Breakfast,720,41,16,0,420,1830,59,2,5,34
Wendy’s,Two Sausage Biscuits,Breakfast,960,65,31,0,95,2020,70,3,10,23
KFC,Limited Time Cinnabon Dessert Biscuits,Dessert,290,13,7,0,5,580,40,2,17,4
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,Extra,390,21,4,0,120,1190,11,2,0,39
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,Extra,130,8,1.5,0,55,430,4,1,0,12
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,Extra,280,19,4.5,0,100,910,8,1,0,19
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,Extra,130,8,2,0,55,380,3,0,0,10
KFC,Chicken Breast,Extra,770,60,10,0,105,1530,21,1,1,35
KFC,Chicken Drumstick,Extra,250,21,3.5,0,50,530,6,1,0,11
KFC,Chicken Thigh,Extra,500,40,7,0,100,970,11,1,1,22
KFC,Chicken Whole Wing,Extra,290,25,4,0,45,520,6,1,1,10
KFC,Breast,Extra,260,12,3,0,130,790,1,0,0,38
KFC,Drumstick,Extra,100,6,1.5,0,55,260,0,0,0,11
KFC,Thigh,Extra,180,12,3.5,0,90,470,0,0,0,17
KFC,Whole Wing,Extra,90,6,1.5,0,45,210,1,0,0,9
KFC,Breast,Extra,540,40,7,0,100,1390,14,2,1,31
KFC,Drumstick,Extra,190,14,2.5,0,40,510,6,1,0,9
KFC,Thigh,Extra,390,32,6,0,65,900,12,2,1,13
KFC,Whole Wing,Extra,180,15,2.5,0,35,450,5,1,0,8
KFC,EXTRA CRISPY Chicken Breast,Extra,530,35,6,0,105,1150,18,0,0,35
KFC,EXTRA CRISPY Chicken Drumstick,Extra,170,12,2,0,50,390,5,0,0,10
KFC,EXTRA CRISPY Chicken Thigh,Extra,330,23,4.5,0,100,700,9,0,0,22
KFC,EXTRA CRISPY Chicken Whole Wing,Extra,170,13,2,0,45,340,5,0,0,10
KFC,KENTUCKY GRILLED CHICKEN Breast,Extra,210,7,2,0,130,710,0,0,0,38
KFC,KENTUCKY GRILLED CHICKEN Drumstick,Extra,80,4,1,0,55,220,0,0,0,11
KFC,KENTUCKY GRILLED CHICKEN Thigh,Extra,150,9,3,0,90,420,0,0,0,17
KFC,KENTUCKY GRILLED CHICKEN Whole Wing,Extra,70,3,1,0,45,180,0,0,0,9
KFC,SPICY CRISPY CHICKEN Breast,Extra,350,20,3.5,0,100,1100,11,1,0,30
KFC,SPICY CRISPY CHICKEN Drumstick,Extra,130,8,1.5,0,40,420,5,1,0,9
KFC,SPICY CRISPY CHICKEN Thigh,Extra,270,20,3.5,0,65,720,10,1,0,13
KFC,SPICY CRISPY CHICKEN Whole Wing,Extra,120,8,1.5,0,35,350,5,0,0,7
KFC,EXTRA CRISPY Tender (each),Extra,260,14,2,0,50,610,15,1,0,19
KFC,EXTRA CRISPY Tender (each),Extra,220,16,2.5,0,25,460,9,1,0,10
KFC,KENTUCKY FRIED WINGS Buffalo,Extra,100,7,1.5,0,20,310,3,0,0,5
KFC,KENTUCKY FRIED WINGS Honey BBQ,Extra,100,6,1,0,20,210,8,0,4,5
KFC,KENTUCKY FRIED WINGS Nashville Hot,Extra,130,11,2,0,20,230,4,0,0,5
KFC,KENTUCKY FRIED WINGS Unsauced,Extra,80,6,1,0,20,150,3,0,0,5
KFC,POPCORN NUGGETS Kids,Extra,290,19,2.5,0,30,870,19,1,0,13
KFC,POPCORN NUGGETS Large,Extra,620,39,5,0,65,1820,39,2,0,27
KFC,BBQ Baked Beans,Extra,190,1,0,0,0,650,34,7,15,11
KFC,Biscuit,Extra,180,8,4.5,0,0,520,22,1,1,4
KFC,Coleslaw,Salad,170,12,2,0,5,180,14,4,10,1
KFC,Corn on the Cob,Extra,70,0.5,0,0,0,0,17,2,3,2
KFC,Green Beans,Extra,25,0,0,0,0,300,5,3,1,1
KFC,KFC Cornbread Muffin,Extra,210,9,1.5,0,35,240,28,1,11,3
KFC,Macaroni & Cheese,Extra,140,6,1.5,0,5,590,17,1,2,5
KFC,Macaroni Salad,Salad,140,8,1,0,15,290,14,0,9,1
KFC,Mashed Potatoes,Extra,110,3.5,0.5,0,0,330,17,1,0,2
KFC,Mashed Potatoes With Gravy,Extra,130,4.5,1,0,0,520,20,1,0,3
KFC,Potato Salad,Salad,340,28,4.5,0,25,290,19,2,3,2
KFC,Secret Recipe Fries,Extra,320,15,2,0,0,1100,41,3,0,5
KFC,Sweet Kernel Corn,Extra,70,0.5,0,0,0,0,16,2,2,2
KFC,BBQ Baked Beans (Family),Extra,830,5,1,0,0,2810,148,31,63,47
KFC,Coleslaw (Family),Salad,640,46,7,0,15,670,54,14,37,4
KFC,Corn on the Cob (Family),Extra,280,2,0,0,0,15,67,8,11,9
KFC,Green Beans (Family),Extra,80,0,0,0,0,930,15,9,3,4
KFC,Macaroni & Cheese (Family),Extra,540,23,6,0,10,2220,66,5,8,18
KFC,Macaroni Salad (Family),Salad,480,28,3.5,0,55,990,50,0,30,3
KFC,Mashed Potatoes (Family),Extra,460,15,3,0,0,1410,72,6,0,9
KFC,Mashed Potatoes With Gravy (Family),Extra,590,21,5,0,0,2590,88,6,1,12
KFC,Potato Salad (Family),Salad,1200,98,16,0,80,1010,65,8,12,8
KFC,Secret Recipe Fries (Family),Extra,840,40,5,0,0,2890,108,9,0,13
KFC,Sweet Kernel Corn (Family),Extra,280,2.5,0,0,0,10,67,7,8,10
KFC,Chicken Littles,Sandwich,300,15,2.5,0,30,620,27,1,3,14
KFC,Chicken Littles – Buffalo,Sandwich,310,17,2.5,0,30,790,27,1,3,14
KFC,Chicken Littles – Honey BBQ,Sandwich,320,15,2.5,0,30,680,31,1,7,14
KFC,Chicken Littles – Nashville Hot,Sandwich,340,19,3,0,30,680,27,1,3,14
KFC,Classic Chicken Sandwich,Sandwich,650,35,4.5,0,90,1260,49,1,6,34
KFC,Crispy Colonel’s Sandwich,Sandwich,470,24,3.5,0,60,1170,39,<1,4,24
KFC,Crispy Colonel’s Sandwich – Buffalo,Sandwich,500,27,4,0,60,1500,39,<1,4,24
KFC,Crispy Colonel’s Sandwich – Honey BBQ,Sandwich,510,25,3.5,0,60,1290,48,<1,12,24
KFC,Crispy Colonel’s Sandwich – Nashville Hot,Sandwich,540,32,4.5,0,60,1290,40,<1,5,24
KFC,Crispy Twister,Wrap,630,34,7,0,70,1260,53,4,3,28
KFC,Honey BBQ Sandwich,Sandwich,350,3.5,0.5,0,55,1350,55,2,22,24
KFC,Spicy Chicken Sandwich,Extra,620,33,4,0,85,2140,49,1,6,34
KFC,Chicken Pot Pie,Extra,720,41,25,0,80,1750,60,7,5,26
KFC,KFC Famous Bowl,Extra,740,35,6,0,45,2350,81,6,2,26
KFC,KFC Famous Bowl – Snack Size,Extra,270,14,3.5,0,20,850,27,2,1,11
KFC,Caesar Side Salad,Salad,40,2,1,0,5,90,2,1,1,3
KFC,House Side Salad,Salad,15,0,0,0,0,10,3,2,2,1
KFC,Heinz Buttermilk Dressing,Sauces,160,17,2,0,10,220,1,0,1,0
KFC,Hidden Valley The Original Ranch Fat Free Dressing,Sauces,35,0,0,0,0,410,8,0,2,1
KFC,KFC Creamy Parmesan Caesar Dressing,Sauces,260,26,5,0,15,540,4,0,2,2
KFC,Marzetti Light Italian Dressing,Sauces,15,0.5,0,0,0,510,2,0,1,0
KFC,Parmesan Garlic Croutons,Extra,60,3,0,0,0,135,8,<1,0,2
KFC,Apple Turnover,Dessert,230,10,2.5,0,0,140,32,<1,12,2
KFC,Café Valley Chocolate Chip Cake (1 Slice),Dessert,300,15,3,0,50,260,39,1,27,4
KFC,Café Valley Lemon Cake (1 Slice),Dessert,220,10,2,0,30,170,30,0,20,2
KFC,Café Valley Mini Chocolate Chip Cake,Dessert,300,12,2.5,0,40,190,49,1,35,3
KFC,Café Valley Mini Lemon Cake,Dessert,300,13,2.5,0,50,230,43,0,31,3
KFC,Chocolate Chip Cookie,Dessert,120,6,3,0,<5,70,18,1,12,1
KFC,Oreo Cookies and Crème Pie,Dessert,270,13,8,0,<5,210,35,1,24,3
KFC,Reese’s Peanut Butter Pie,Dessert,300,17,9,0,<5,270,33,1,22,5
KFC,BBQ – Dipping Sauce Cup,Sauces,45,0,0,0,0,150,11,0,11,0
KFC,Colonel’s Buttery Spread,Condiment,35,4,1.5,0,0,35,0,0,0,0
KFC,Grape Jelly Packet,Condiment,35,0,0,0,0,10,9,0,7,0
KFC,Honey Mustard – Dipping Sauce Cup,Sauces,110,9,1.5,0,<5,120,6,0,6,0
KFC,Honey Sauce Packet,Condiment,30,0,0,0,0,0,8,0,5,0
KFC,Ketchup,Condiment,30,0,0,0,0,250,8,0,6,0
KFC,KFC Sauce – Dipping Sauce Cup,Sauces,90,8,1.5,0,10,170,5,0,5,0
KFC,Lemon Juice Packet,Condiment,5,0,0,0,0,20,1,0,0,0
KFC,Ranch – Dipping Sauce Cup,Sauces,130,14,2.5,0,10,240,2,0,1,0
KFC,Strawberry Jam Packet,Condiment,35,0,0,0,0,0,9,0,6,0
KFC,Capri Sun 100% Juice Fruit Punch,Drink,80,0,0,0,0,25,21,0,20,0
KFC,Chocolate Milk 1%,Drink,150,2.5,1.5,0,10,170,26,0,23,7
KFC,Milk 1%,Drink,90,2,1.5,0,10,105,10,0,10,7
KFC,Musselman’s Applesauce,Dessert,45,0,0,0,0,0,12,1,8,0
KFC,7UP (12 fl oz),Drink,140,0,0,0,0,50,35,0,35,0
KFC,7UP (16 fl oz),Drink,190,0,0,0,0,70,46,0,46,0
KFC,7UP (20 fl oz),Drink,240,0,0,0,0,85,58,0,58,0
KFC,7UP (30 fl oz),Drink,350,0,0,0,0,125,87,0,87,0
KFC,Classic Lemonade (1/2 Gallon),Drink,880,0,0,0,0,780,234,0,228,0
KFC,Classic Lemonade (20 fl oz),Drink,140,0,0,0,0,130,39,0,38,0
KFC,Code Red Mountain Dew (12 fl oz),Drink,170,0,0,0,0,50,46,0,46,0
KFC,Code Red Mountain Dew (16 fl oz),Drink,230,0,0,0,0,65,62,0,62,0
KFC,Code Red Mountain Dew (20 fl oz),Drink,290,0,0,0,0,85,77,0,77,0
KFC,Code Red Mountain Dew (30 fl oz),Drink,430,0,0,0,0,125,116,0,115,0
KFC,Diet Dr Pepper (12 fl oz),Drink,0,0,0,0,0,70,0,0,0,0
KFC,Diet Dr Pepper (16 fl oz),Drink,0,0,0,0,0,95,0,0,0,0
KFC,Diet Dr Pepper (20 fl oz),Drink,0,0,0,0,0,120,0,0,0,0
KFC,Diet Dr Pepper (30 fl oz),Drink,0,0,0,0,0,180,0,0,0,0
KFC,Diet Mist Twst (12 fl oz),Drink,0,0,0,0,0,35,0,0,0,0
KFC,Diet Mist Twst (16 fl oz),Drink,0,0,0,0,0,50,0,0,0,0
KFC,Diet Mist Twst (20 fl oz),Drink,0,0,0,0,0,60,0,0,0,0
KFC,Diet Mist Twst (30 fl oz),Drink,5,0,0,0,0,95,0,0,0,0
KFC,Diet Mountain Dew (12 fl oz),Drink,0,0,0,0,0,55,1,0,0,0
KFC,Diet Mountain Dew (16 fl oz),Drink,5,0,0,0,0,75,1,0,0,0
KFC,Diet Mountain Dew (20 fl oz),Drink,10,0,0,0,0,90,1,0,1,0
KFC,Diet Mountain Dew (30 fl oz),Drink,10,0,0,0,0,140,1,0,1,0
KFC,Diet Pepsi (12 fl oz),Drink,0,0,0,0,0,55,0,0,0,0
KFC,Diet Pepsi (16 fl oz),Drink,0,0,0,0,0,75,0,0,0,0
KFC,Diet Pepsi (20 fl oz),Drink,0,0,0,0,0,95,0,0,0,0
KFC,Diet Pepsi (30 fl oz),Drink,0,0,0,0,0,140,0,0,0,0
KFC,Diet Pepsi Wild Cherry Pepsi (12 fl oz),Drink,0,0,0,0,0,35,0,0,0,0
KFC,Diet Pepsi Wild Cherry Pepsi (16 fl oz),Drink,0,0,0,0,0,50,0,0,0,0
KFC,Diet Pepsi Wild Cherry Pepsi (20 fl oz),Drink,0,0,0,0,0,60,0,0,0,0
KFC,Diet Pepsi Wild Cherry Pepsi (30 fl oz),Drink,0,0,0,0,0,95,0,0,0,0
KFC,Dr Pepper (12 fl oz),Drink,140,0,0,0,0,45,39,0,38,0
KFC,Dr Pepper (16 fl oz),Drink,190,0,0,0,0,60,52,0,51,0
KFC,Dr Pepper (20 fl oz),Drink,240,0,0,0,0,75,65,0,64,0
KFC,Dr Pepper (30 fl oz),Drink,360,0,0,0,0,110,98,0,96,0
KFC,Lipton Brisk Lemon Tea (12 fl oz),Drink,80,0,0,0,0,40,22,0,22,0
KFC,Lipton Brisk Lemon Tea (16 fl oz),Drink,110,0,0,0,0,55,29,0,29,0
KFC,Lipton Brisk Lemon Tea (20 fl oz),Drink,140,0,0,0,0,70,36,0,36,0
KFC,Lipton Brisk Lemon Tea (30 fl oz),Drink,210,0,0,0,0,105,55,0,54,0
KFC,Lipton Brisk No Calorie Peach Iced Green Tea (12 fl oz),Drink,0,0,0,0,0,105,0,0,0,0
KFC,Lipton Brisk No Calorie Peach Iced Green Tea (16 fl oz),Drink,0,0,0,0,0,140,0,0,0,0
KFC,Lipton Brisk No Calorie Peach Iced Green Tea (20 fl oz),Drink,5,0,0,0,0,180,0,0,0,0
KFC,Lipton Brisk No Calorie Peach Iced Green Tea (30 fl oz),Drink,10,0,0,0,0,270,0,0,0,0
KFC,Lipton Brisk Raspberry Tea (12 fl oz),Drink,80,0,0,0,0,45,20,0,20,0
KFC,Lipton Brisk Raspberry Tea (16 fl oz),Drink,100,0,0,0,0,55,26,0,26,0
KFC,Lipton Brisk Raspberry Tea (20 fl oz),Drink,130,0,0,0,0,70,33,0,33,0
KFC,Lipton Brisk Raspberry Tea (30 fl oz),Drink,190,0,0,0,0,110,49,0,49,0
KFC,Lipton Brisk Sweet Iced Tea (12 fl oz),Drink,80,0,0,0,0,45,22,0,21,0
KFC,Lipton Brisk Sweet Iced Tea (16 fl oz),Drink,110,0,0,0,0,65,29,0,29,0
KFC,Lipton Brisk Sweet Iced Tea (20 fl oz),Drink,130,0,0,0,0,80,36,0,36,0
KFC,Lipton Brisk Sweet Iced Tea (30 fl oz),Drink,200,0,0,0,0,120,54,0,54,0
KFC,Lipton Brisk Unsweetened No Lemon Iced Tea (12 fl oz),Drink,0,0,0,0,0,45,0,0,0,0
KFC,Lipton Brisk Unsweetened No Lemon Iced Tea (16 fl oz),Drink,0,0,0,0,0,60,0,0,0,0
KFC,Lipton Brisk Unsweetened No Lemon Iced Tea (20 fl oz),Drink,0,0,0,0,0,75,0,0,0,0
KFC,Lipton Brisk Unsweetened No Lemon Iced Tea (30 fl oz),Drink,0,0,0,0,0,115,0,0,0,0
KFC,Manzanita Sol (12 fl oz),Drink,160,0,0,0,0,35,42,0,42,0
KFC,Manzanita Sol (16 fl oz),Drink,210,0,0,0,0,45,57,0,57,0
KFC,Manzanita Sol (20 fl oz),Drink,260,0,0,0,0,55,71,0,71,0
KFC,Manzanita Sol (30 fl oz),Drink,400,0,0,0,0,80,106,0,106,0
KFC,Miranda Strawberry (12 fl oz),Drink,160,0,0,0,0,70,44,0,44,0
KFC,Miranda Strawberry (16 fl oz),Drink,220,0,0,0,0,95,58,0,58,0
KFC,Miranda Strawberry (20 fl oz),Drink,270,0,0,0,0,120,73,0,73,0
KFC,Miranda Strawberry (30 fl oz),Drink,410,0,0,0,0,180,109,0,109,0
KFC,Mist Twst (12 fl oz),Drink,150,0,0,0,0,35,41,0,41,0
KFC,Mist Twst (16 fl oz),Drink,200,0,0,0,0,45,54,0,54,0
KFC,Mist Twst (20 fl oz),Drink,260,0,0,0,0,55,68,0,68,0
KFC,Mist Twst (30 fl oz),Drink,380,0,0,0,0,80,101,0,101,0
KFC,MNT DEW Sweet Lightning (20 fl oz),Drink,120,0,0,0,0,190,32,0,25,0
KFC,Mountain Dew (12 fl oz),Drink,160,0,0,0,0,50,44,0,44,0
KFC,Mountain Dew (16 fl oz),Drink,220,0,0,0,0,70,59,0,58,0
KFC,Mountain Dew (20 fl oz),Drink,270,0,0,0,0,85,73,0,73,0
KFC,Mountain Dew (30 fl oz),Drink,410,0,0,0,0,125,110,0,109,0
KFC,Mug Root Beer (12 fl oz),Drink,140,0,0,0,0,45,39,0,39,0
KFC,Mug Root Beer (16 fl oz),Drink,190,0,0,0,0,60,52,0,52,0
KFC,Mug Root Beer (20 fl oz),Drink,240,0,0,0,0,75,65,0,65,0
KFC,Mug Root Beer (30 fl oz),Drink,360,0,0,0,0,110,98,0,98,0
KFC,Pepsi Zero Sugar (12 fl oz),Drink,0,0,0,0,0,35,0,0,0,0
KFC,Pepsi Zero Sugar (16 fl oz),Drink,0,0,0,0,0,50,0,0,0,0
KFC,Pepsi Zero Sugar (20 fl oz),Drink,0,0,0,0,0,60,0,0,0,0
KFC,Pepsi Zero Sugar (30 fl oz),Drink,0,0,0,0,0,95,1,0,0,0
KFC,Pepsi (12 fl oz),Drink,150,0,0,0,0,30,41,0,41,0
KFC,Pepsi (16 fl oz),Drink,200,0,0,0,0,45,55,0,55,0
KFC,Pepsi (20 fl oz),Drink,250,0,0,0,0,55,69,0,69,0
KFC,Pepsi (30 fl oz),Drink,380,0,0,0,0,80,104,0,103,0
KFC,Sobe Lifewater Yumberry Pomegranate (12 fl oz),Drink,0,0,0,0,0,45,0,0,0,0
KFC,Sobe Lifewater Yumberry Pomegranate (16 fl oz),Drink,0,0,0,0,0,65,0,0,0,0
KFC,Sobe Lifewater Yumberry Pomegranate (20 fl oz),Drink,0,0,0,0,0,80,0,0,0,0
KFC,Sobe Lifewater Yumberry Pomegranate (30 fl oz),Drink,5,0,0,0,0,120,1,0,0,0
KFC,Strawberry Lemonade (1/2 Gallon),Drink,950,0,0,0,0,790,270,0,264,0
KFC,Strawberry Lemonade (20 fl oz),Drink,170,0,0,0,0,130,45,0,44,0
KFC,Tropicana Fruit Punch (12 fl oz),Drink,170,0,0,0,0,35,45,0,45,0
KFC,Tropicana Fruit Punch (16 fl oz),Drink,230,0,0,0,0,45,60,0,60,0
KFC,Tropicana Fruit Punch (20 fl oz),Drink,280,0,0,0,0,60,75,0,75,0
KFC,Tropicana Fruit Punch (30 fl oz),Drink,420,0,0,0,0,90,113,0,112,0
KFC,Tropicana Light Lemonade (12 fl oz),Drink,5,0,0,0,0,140,0,0,0,0
KFC,Tropicana Light Lemonade (16 fl oz),Drink,10,0,0,0,0,190,0,0,0,0
KFC,Tropicana Light Lemonade (20 fl oz),Drink,10,0,0,0,0,240,0,0,0,0
KFC,Tropicana Light Lemonade (30 fl oz),Drink,15,0,0,0,0,350,1,0,0,0
KFC,Tropicana Pink Lemonade (12 fl oz),Drink,150,0,0,0,0,160,40,0,40,0
KFC,Tropicana Pink Lemonade (16 fl oz),Drink,210,0,0,0,0,210,53,0,53,0
KFC,Tropicana Pink Lemonade (20 fl oz),Drink,260,0,0,0,0,260,67,0,67,0
KFC,Tropicana Pink Lemonade (30 fl oz),Drink,390,0,0,0,0,390,100,0,100,0
KFC,Tropicana Twister Orange (12 fl oz),Drink,170,0,0,0,0,35,46,0,46,0
KFC,Tropicana Twister Orange (16 fl oz),Drink,230,0,0,0,0,50,61,0,61,0
KFC,Tropicana Twister Orange (20 fl oz),Drink,290,0,0,0,0,60,76,0,76,0
KFC,Tropicana Twister Orange (30 fl oz),Drink,430,0,0,0,0,90,115,0,114,0
KFC,Wild Cherry Pepsi (12 fl oz),Drink,160,0,0,0,0,30,42,0,42,0
KFC,Wild Cherry Pepsi (16 fl oz),Drink,210,0,0,0,0,40,56,0,56,0
