Company,Item,Category,Calories,Total_Fat_g,Saturated_Fat_g,Trans_Fat_g,Cholesterol_mg,Sodium_mg,Carbs_g,Fiber_g,Sugars_g,Protein_g
Burger_King,Sweet Tea (29 fl oz),Drink,160.0,0.0,0.0,0.0,0,0,49,0,49,0.0
Burger_King,Sweet Tea (40 fl oz),Drink,240.0,0.0,0.0,0.0,0,0,71,0,71,0.0
Burger_King,Unsweetened Tea (20 fl oz),Drink,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
Burger_King,Unsweetened Tea (29 fl oz),Drink,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
Burger_King,Unsweetened Tea (40 fl oz),Drink,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
Burger_King,Capri Sun 100% Apple Juice,Drink,80.0,0.0,0.0,0.0,0,25,20,0,20,0.0
Burger_King,Minute Maid Orange Juice,Drink,140.0,0.0,0.0,0.0,0,20,33,0,30,2.0
Burger_King,Frozen Coke – 16 oz,Drink,130.0,0.0,0.0,0.0,0,50,35,0,35,0.0
Burger_King,BK Café Coffee (12 fl oz),Drink,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
Burger_King,BK Café Coffee (16 fl oz),Drink,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
Burger_King,BK Café Coffee (20 fl oz),Drink,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
Burger_King,BK Café Decaf Coffee (12 fl oz),Drink,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
Burger_King,BK Café Decaf Coffee (16 fl oz),Drink,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
Burger_King,BK Café Decaf Coffee (20 fl oz),Drink,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
Burger_King,BK Café Iced Vanilla Coffee (12 fl oz),Drink,150.0,8.0,4.0,0.0,25,30,21,0,21,1.0
Burger_King,BK Café Iced Vanilla Coffee (16 fl oz),Drink,200.0,10.0,5.0,0.0,30,40,27,0,27,2.0
Burger_King,BK Café Iced Vanilla Coffee (20 fl oz),Drink,260.0,13.0,7.0,0.0,40,50,34,0,34,2.0
Burger_King,BK Café Iced Mocha Coffee (12 fl oz),Drink,180.0,8.0,4.0,0.0,25,40,27,1,25,2.0
Burger_King,BK Café Iced Mocha Coffee (16 fl oz),Drink,240.0,10.0,6.0,0.0,30,55,35,1,32,2.0
Burger_King,BK Café Iced Mocha Coffee (20 fl oz),Drink,300.0,13.0,7.0,0.0,40,70,45,2,41,3.0
Burger_King,BK Café Mocha Frappe (12 fl oz),Drink,300.0,8.0,5.0,0.0,30,200,50,1,41,7.0
Burger_King,BK Café Mocha Frappe (16 fl oz),Drink,400.0,10.0,7.0,0.0,40,270,68,1,58,9.0
Burger_King,BK Café Mocha Frappe (20 fl oz),Drink,510.0,13.0,8.0,0.0,50,350,87,1,71,12.0
Burger_King,BK Café Caramel Frappe (12 fl oz),Drink,300.0,8.0,5.0,0.0,35,210,50,0,41,7.0
Burger_King,BK Café Caramel Frappe (16 fl oz),Drink,400.0,10.0,7.0,0.0,40,280,68,0,56,9.0
Burger_King,BK Café Caramel Frappe (20 fl oz),Drink,500.0,12.0,8.0,0.0,50,350,86,0,71,11.0
Wendys,Baconator,Sandwich,950.0,62.0,24.0,3.0,205,1630,40,2,8,59.0
Wendys,Dave’s Double,Sandwich,810.0,51.0,20.0,3.0,175,1280,41,3,8,49.0
Wendys,Dave’s Single,Sandwich,570.0,34.0,13.0,1.5,100,1110,40,3,9,30.0
Wendys,Dave’s Triple,Sandwich,1090.0,72.0,30.0,4.0,260,1650,43,3,9,71.0
Wendys,Double Stack,Sandwich,390.0,21.0,9.0,1.5,90,740,26,1,6,25.0
Wendys,Jr. Bacon Cheeseburger,Sandwich,380.0,22.0,8.0,1.0,65,680,25,1,5,19.0
Wendys,Jr. Cheeseburger,Sandwich,280.0,13.0,6.0,1.0,50,660,26,1,6,16.0
Wendys,Jr. Cheeseburger Deluxe,Sandwich,340.0,19.0,7.0,1.0,55,660,27,2,7,16.0
Wendys,Son of Baconator,Sandwich,630.0,39.0,15.0,1.5,125,1280,37,2,7,34.0
Wendys,3 Piece Chicken Tenders,Extra,330.0,16.0,2.5,0.0,75,1010,22,0,0,24.0
Wendys,4 Piece Chicken Nuggets,Extra,170.0,11.0,2.0,0.0,35,340,10,0,0,9.0
Wendys,4 Piece Chicken Tenders,Extra,430.0,21.0,3.5,0.0,100,1350,29,0,1,32.0
Wendys,6 Piece Chicken Nuggets,Extra,250.0,16.0,3.5,0.0,50,510,14,1,0,13.0
Wendys,6 Piece Chicken Tenders,Extra,650.0,32.0,5.0,0.0,150,2020,43,0,1,48.0
Wendys,10 Piece Chicken Nuggets,Extra,420.0,27.0,5.0,0.0,80,850,24,1,0,22.0
Wendys,Crispy Chicken BLT,Sandwich,420.0,23.0,6.0,0.0,50,950,35,2,5,20.0
Wendys,Crispy Chicken Sandwich,Sandwich,330.0,16.0,3.0,0.0,30,600,33,2,4,14.0
Wendys,Grilled Asiago Ranch Club,Sandwich,530.0,23.0,7.0,0.0,120,1220,36,3,6,43.0
Wendys,Grilled Chicken Sandwich,Sandwich,370.0,10.0,2.0,0.0,90,830,38,3,8,34.0
Wendys,Grilled Chicken Wrap,Wrap,270.0,10.0,3.5,0.0,55,640,24,2,3,20.0
Wendys,Homestyle Asiago Ranch Chicken Club,Sandwich,660.0,34.0,9.0,0.0,100,1650,52,3,7,38.0
Wendys,Homestyle Chicken Sandwich,Sandwich,510.0,22.0,4.0,0.0,70,1150,51,3,6,28.0
Wendys,S’Awesome Sauce,Sauces,120.0,12.0,2.0,0.0,0,170,4,1,3,1.0
Wendys,Spicy Asiago Ranch Club,Sandwich,670.0,32.0,9.0,0.0,100,1530,55,4,6,38.0
Wendys,Spicy Chicken Sandwich,Sandwich,510.0,20.0,3.5,0.0,65,1030,54,4,6,29.0
Wendys,Spicy Chicken Wrap,Wrap,370.0,20.0,5.0,0.0,50,850,30,2,2,18.0
Wendys,"Apple Pecan Chicken Salad, Full Size",Salad,560.0,24.0,7.0,0.0,115,1020,52,7,40,38.0
Wendys,"Apple Pecan Chicken Salad, Half Size",Salad,340.0,17.0,4.0,0.0,55,550,29,4,22,20.0
Wendys,"Berry Burst Chicken Salad, Full Size",Salad,460.0,17.0,4.5,0.0,105,1090,41,7,29,41.0
Wendys,"Berry Burst Chicken Salad, Half Size",Salad,290.0,13.0,2.5,0.0,50,570,23,5,15,23.0
Wendys,Caesar Side Salad,Salad,240.0,15.0,4.0,0.0,30,500,19,3,4,8.0
Wendys,Garden Side Salad,Salad,250.0,18.0,4.0,0.0,20,460,18,2,4,7.0
Wendys,"Southwest Avocado Chicken Salad, Full Size",Salad,600.0,41.0,11.0,0.0,135,1220,18,7,7,42.0
Wendys,"Southwest Avocado Chicken Salad, Half Size",Salad,300.0,20.0,6.0,0.0,70,620,10,4,4,21.0
Wendys,"Spicy Caesar Chicken Salad, Full Size",Salad,720.0,42.0,12.0,1.0,150,1680,44,8,6,42.0
Wendys,"Spicy Caesar Chicken Salad, Half Size",Salad,410.0,23.0,6.0,0.5,75,930,30,5,4,23.0
Wendys,"Taco Salad, Full Size",Salad,660.0,32.0,13.0,1.0,85,1820,63,10,18,32.0
Wendys,"Taco Salad, Half Size",Salad,470.0,23.0,8.0,0.5,45,1320,49,7,12,19.0
Wendys,Apple Bites,Extra,35.0,0.0,0.0,0.0,0,0,9,2,7,0.0
Wendys,Baconator Fries,Extra,490.0,28.0,9.0,0.0,35,550,45,4,2,14.0
Wendys,Bacon Cheese Baked Potato,Extra,440.0,14.0,6.0,0.0,35,550,64,7,4,17.0
Wendys,Cheese Baked Potato,Extra,430.0,13.0,7.0,0.0,30,560,65,7,5,14.0
Wendys,Chili & Cheese Baked Potato,Extra,460.0,11.0,5.0,0.0,35,710,71,8,7,19.0
Wendys,"Chili, Large",Extra,250.0,7.0,3.0,0.5,50,1170,23,5,9,23.0
Wendys,"Chili, Small",Extra,170.0,5.0,2.0,0.0,35,780,16,4,6,15.0
Wendys,Chili Cheese Fries,Extra,500.0,25.0,8.0,0.5,35,710,53,6,4,16.0
Wendys,"Natural-Cut Fries, Junior",Extra,230.0,10.0,2.0,0.0,0,15,30,3,0,3.0
Wendys,"Natural-Cut Fries, Large",Extra,530.0,24.0,4.5,0.0,0,520,70,6,0,7.0
Wendys,"Natural-Cut Fries, Medium",Extra,420.0,19.0,3.5,0.0,0,420,56,5,0,6.0
Wendys,"Natural-Cut Fries, Small",Extra,320.0,15.0,2.5,0.0,0,320,43,4,0,5.0
Wendys,Plain Baked Potato,Extra,270.0,0.0,0.0,0.0,0,25,61,7,3,7.0
Wendys,Sour Cream and Chive Baked Potato,Extra,310.0,2.5,2.5,0.0,10,35,63,7,4,8.0
Wendys,Summer Berry Burst Fruit Cup,Extra,20.0,0.0,0.0,0.0,0,0,5,1,3,0.0
Wendys,1% Chocolate Milk,Drink,150.0,2.5,1.5,0.0,10,170,26,0,23,7.0
Wendys,1% White Milk,Drink,90.0,2.0,1.5,0.0,10,105,10,0,10,7.0
Wendys,"All-Natural Lemonade, Large",Drink,380.0,0.0,0.0,0.0,0,0,100,0,93,0.0
Wendys,"All-Natural Lemonade, Medium",Drink,330.0,0.0,0.0,0.0,0,0,86,0,81,0.0
Wendys,"All-Natural Lemonade, Small",Drink,190.0,0.0,0.0,0.0,0,0,50,0,47,0.0
Wendys,"Apple Kiwi Fruit Tea, Large",Drink,330.0,0.0,0.0,0.0,0,60,83,0,80,0.0
Wendys,"Apple Kiwi Fruit Tea, Medium",Drink,300.0,0.0,0.0,0.0,0,50,76,0,73,0.0
Wendys,"Apple Kiwi Fruit Tea, Small",Drink,170.0,0.0,0.0,0.0,0,30,44,0,42,0.0
Wendys,"Barq’s Root Beer, Large",Drink,450.0,0.0,0.0,0.0,0,180,122,0,122,0.0
Wendys,"Barq’s Root Beer, Medium",Drink,360.0,0.0,0.0,0.0,0,150,98,0,98,0.0
Wendys,"Barq’s Root Beer, Small",Drink,220.0,0.0,0.0,0.0,0,90,61,0,61,0.0
Wendys,"Brewed Unsweetened Iced Tea, Large",Drink,5.0,0.0,0.0,0.0,0,25,2,0,0,0.0
Wendys,"Brewed Unsweetened Iced Tea, Medium",Drink,0.0,0.0,0.0,0.0,0,15,1,0,0,0.0
Wendys,"Brewed Unsweetened Iced Tea, Small",Drink,0.0,0.0,0.0,0.0,0,10,1,0,0,0.0
Wendys,"Caramel Iced Coffee, Medium",Drink,240.0,8.0,5.0,0.0,25,45,40,0,36,3.0
Wendys,"Caramel Iced Coffee, Small",Drink,160.0,6.0,3.5,0.0,20,30,26,0,24,2.0
Wendys,"Coca-Cola, Large",Drink,400.0,0.0,0.0,0.0,0,90,109,0,109,0.0
Wendys,"Coca-Cola, Medium",Drink,320.0,0.0,0.0,0.0,0,70,87,0,87,0.0
Wendys,"Coca-Cola, Small",Drink,200.0,0.0,0.0,0.0,0,45,54,0,54,0.0
Wendys,"Coca-Cola Zero Sugar, Large",Drink,0.0,0.0,0.0,0.0,0,100,1,0,0,0.0
Wendys,"Coca-Cola Zero Sugar, Medium",Drink,0.0,0.0,0.0,0.0,0,80,1,0,0,0.0
Wendys,"Coca-Cola Zero Sugar, Small",Drink,0.0,0.0,0.0,0.0,0,50,0,0,0,0.0
Wendys,"Diet Coke, Large",Drink,0.0,0.0,0.0,0.0,0,125,1,0,0,0.0
Wendys,"Diet Coke, Medium",Drink,0.0,0.0,0.0,0.0,0,100,1,0,0,0.0
Wendys,"Diet Coke, Small",Drink,0.0,0.0,0.0,0.0,0,45,0,0,0,0.0
Wendys,"Dr Pepper, Large",Drink,240.0,0.0,0.0,0.0,0,70,66,0,64,0.0
Wendys,"Dr Pepper, Medium",Drink,190.0,0.0,0.0,0.0,0,55,53,0,51,0.0
Wendys,"Dr Pepper, Small",Drink,120.0,0.0,0.0,0.0,0,35,33,0,32,0.0
Wendys,"Fanta Orange, Large",Drink,430.0,0.0,0.0,0.0,0,110,117,0,115,0.0
Wendys,"Fanta Orange, Medium",Drink,340.0,0.0,0.0,0.0,0,85,94,0,92,0.0
Wendys,"Fanta Orange, Small",Drink,210.0,0.0,0.0,0.0,0,55,59,0,58,0.0
Wendys,"Hi-C Flashin’ Fruit Punch, Large",Drink,420.0,0.0,0.0,0.0,0,140,115,0,113,0.0
Wendys,"Hi-C Flashin’ Fruit Punch, Medium",Drink,340.0,0.0,0.0,0.0,0,115,92,0,90,0.0
Wendys,"Hi-C Flashin’ Fruit Punch, Small",Drink,210.0,0.0,0.0,0.0,0,70,58,0,56,0.0
Wendys,"Honest Tropical Green Tea, Large",Drink,110.0,0.0,0.0,0.0,0,55,29,0,29,0.0
Wendys,"Honest Tropical Green Tea, Medium",Drink,90.0,0.0,0.0,0.0,0,40,22,0,22,0.0
Wendys,"Honest Tropical Green Tea, Small",Drink,60.0,0.0,0.0,0.0,0,25,14,0,14,0.0
Wendys,Hot Tea,Drink,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0
Wendys,"Limeade, Large",Drink,460.0,0.0,0.0,0.0,0,55,117,0,111,0.0
Wendys,"Limeade, Medium",Drink,380.0,0.0,0.0,0.0,0,45,98,0,93,0.0
Wendys,"Limeade, Small",Drink,230.0,0.0,0.0,0.0,0,30,59,0,56,0.0
Wendys,"Minute Maid Light Lemonade, Large",Drink,15.0,0.0,0.0,0.0,0,10,2,0,0,0.0
Wendys,"Minute Maid Light Lemonade, Medium",Drink,10.0,0.0,0.0,0.0,0,10,1,0,0,0.0
Wendys,"Minute Maid Light Lemonade, Small",Drink,5.0,0.0,0.0,0.0,0,5,1,0,0,0.0
Wendys,"Mocha Iced Coffee, Medium",Drink,210.0,8.0,5.0,0.0,25,40,32,0,28,3.0
Wendys,"Mocha Iced Coffee, Small",Drink,170.0,6.0,3.5,0.0,20,30,28,0,25,2.0
Wendys,"Pear Berry Fruit Tea, Large",Drink,320.0,0.0,0.0,0.0,0,60,82,0,76,0.0
Wendys,"Pear Berry Fruit Tea, Medium",Drink,300.0,0.0,0.0,0.0,0,50,76,0,70,0.0
Wendys,"Pear Berry Fruit Tea, Small",Drink,170.0,0.0,0.0,0.0,0,30,44,0,40,0.0
Wendys,"Skinny Vanilla Iced Coffee, Medium",Drink,100.0,8.0,5.0,0.0,25,45,14,0,0,3.0
Wendys,"Skinny Vanilla Iced Coffee, Small",Drink,70.0,5.0,3.5,0.0,15,30,6,0,0,2.0
Wendys,"Small Sprite, Small",Drink,200.0,0.0,0.0,0.0,0,90,53,0,53,0.0
Wendys,"Sprite, Large",Drink,390.0,0.0,0.0,0.0,0,180,105,0,105,0.0
Wendys,"Sprite, Medium",Drink,310.0,0.0,0.0,0.0,0,140,84,0,84,0.0
Wendys,"Strawberry Lemonade, Large",Drink,480.0,0.0,0.0,0.0,0,55,121,0,114,0.0
Wendys,"Strawberry Lemonade, Medium",Drink,380.0,0.0,0.0,0.0,0,45,98,0,92,0.0
Wendys,"Strawberry Lemonade, Small",Drink,230.0,0.0,0.0,0.0,0,30,58,0,54,0.0
Wendys,"Strawberry Sweet Tea, Large",Drink,270.0,0.0,0.0,0.0,0,15,69,0,67,0.0
Wendys,"Strawberry Sweet Tea, Medium",Drink,240.0,0.0,0.0,0.0,0,15,60,0,59,0.0
Wendys,"Strawberry Sweet Tea, Small",Drink,140.0,0.0,0.0,0.0,0,10,36,0,35,0.0
Wendys,"Strawberry Tea, Large",Drink,90.0,0.0,0.0,0.0,0,20,22,0,20,0.0
Wendys,"Strawberry Tea, Medium",Drink,60.0,0.0,0.0,0.0,0,15,16,0,14,0.0
Wendys,"Strawberry Tea, Small",Drink,45.0,0.0,0.0,0.0,0,10,11,0,10,0.0
Wendys,"Sweetened Iced Tea, Large",Drink,300.0,0.0,0.0,0.0,0,25,77,0,75,0.0
Wendys,"Sweetened Iced Tea, Medium",Drink,220.0,0.0,0.0,0.0,0,20,58,0,56,0.0
Wendys,"Sweetened Iced Tea, Small",Drink,160.0,0.0,0.0,0.0,0,10,41,0,40,0.0
Wendys,"Vanilla Iced Coffee, Medium",Drink,250.0,8.0,5.0,0.0,25,40,42,0,39,3.0
Wendys,"Vanilla Iced Coffee, Small",Drink,170.0,6.0,3.5,0.0,20,30,28,0,26,2.0
Wendys,"Classic Chocolate Frosty, Junior",Dessert,200.0,5.0,3.0,0.0,20,90,33,0,27,6.0
Wendys,"Classic Chocolate Frosty, Large",Dessert,590.0,15.0,10.0,0.5,60,260,99,0,81,17.0
Wendys,"Classic Chocolate Frosty, Medium",Dessert,470.0,12.0,8.0,0.5,50,210,79,0,65,13.0
Wendys,"Classic Chocolate Frosty, Small",Dessert,350.0,9.0,6.0,0.0,35,150,58,0,47,10.0
Wendys,"Vanilla Frosty, Junior",Dessert,190.0,5.0,3.5,0.0,25,90,32,0,27,5.0
Wendys,"Vanilla Frosty, Large",Dessert,570.0,15.0,10.0,0.5,70,260,94,0,78,15.0
Wendys,"Vanilla Frosty, Medium",Dessert,450.0,12.0,8.0,0.5,55,210,75,0,63,12.0
Wendys,"Vanilla Frosty, Small",Dessert,340.0,9.0,6.0,0.0,45,160,56,0,47,9.0
Wendys,Chocolate Chunk Cookie,Dessert,310.0,16.0,8.0,0.0,20,210,40,2,24,3.0
Wendys,Double Chocolate Chunk Cookie,Dessert,290.0,14.0,7.0,0.0,20,230,39,4,21,4.0
Wendys,Sugar Cookie,Dessert,330.0,16.0,8.0,0.0,25,300,43,1,24,3.0
Wendys,Kids 2 Piece Chicken Tenders,Extra,200.0,10.0,1.5,0.0,45,620,13,0,0,15.0
Wendys,Kids 4 Piece Chicken Nuggets,Extra,170.0,11.0,2.0,0.0,35,340,10,0,0,9.0
Wendys,Kids Cheeseburger,Sandwich,280.0,13.0,6.0,0.5,50,540,25,1,5,15.0
Wendys,Kids Grilled Chicken Wrap,Wrap,270.0,10.0,3.5,0.0,55,640,24,2,3,20.0
Wendys,Kids Hamburger,Sandwich,240.0,9.0,3.5,0.5,40,350,24,1,5,13.0
Wendys,Artisan Egg Sandwich with Bacon,Breakfast,320.0,17.0,8.0,0.0,245,750,25,1,4,18.0
Wendys,Artisan Egg Sandwich with Sausage,Breakfast,480.0,33.0,13.0,0.0,275,980,27,1,4,21.0
Wendys,Bacon Breakfast Bowl,Breakfast,510.0,28.0,9.0,0.0,245,1390,44,4,2,19.0
Wendys,Biggie Breakfast Sandwich,Breakfast,610.0,40.0,15.0,0.0,290,1400,37,2,7,27.0
Wendys,Fresh-Baked Biscuit with Applewood Smoked Bacon,Breakfast,410.0,24.0,13.0,0.0,235,970,34,1,5,15.0
Wendys,Fresh Baked Biscuit with Natural Sausage,Breakfast,590.0,41.0,19.0,0.0,270,1270,36,1,6,20.0
Wendys,Gravy and Sausage Bowl,Breakfast,450.0,22.0,6.0,0.0,220,1260,50,4,2,12.0
Wendys,Honey Butter Chicken Biscuit,Breakfast,500.0,26.0,12.0,0.0,50,1120,48,1,9,19.0
Wendys,Sausage and Egg Burrito,Breakfast,360.0,20.0,8.0,0.0,210,920,29,1,2,17.0
Wendys,Sausage and Gravy Biscuit,Breakfast,490.0,29.0,14.0,0.0,20,1400,49,2,6,8.0
Wendys,Sausage Biscuit,Breakfast,480.0,33.0,15.0,0.0,50,1010,35,1,5,12.0
Wendys,Sausage Breakfast Bowl,Breakfast,640.0,42.0,14.0,0.0,270,1540,46,4,3,21.0
Wendys,"Seasoned Home-Style Potatoes, Large",Extra,360.0,13.0,2.5,0.0,0,1080,57,6,1,5.0
Wendys,"Seasoned Home-Style Potatoes, Medium",Extra,250.0,9.0,1.5,0.0,0,750,39,4,1,4.0
Wendys,"Seasoned Home-Style Potatoes, Small",Extra,230.0,8.0,1.5,0.0,0,680,35,4,0,3.0
Wendys,Two Sausage and Egg Burritos,Breakfast,720.0,41.0,16.0,0.0,420,1830,59,2,5,34.0
Wendys,Two Sausage Biscuits,Breakfast,960.0,65.0,31.0,0.0,95,2020,70,3,10,23.0
KFC,Limited Time Cinnabon Dessert Biscuits,Dessert,290.0,13.0,7.0,0.0,5,580,40,2,17,4.0
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,Extra,390.0,21.0,4.0,0.0,120,1190,11,2,0,39.0
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,Extra,130.0,8.0,1.5,0.0,55,430,4,1,0,12.0
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,Extra,280.0,19.0,4.5,0.0,100,910,8,1,0,19.0
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,Extra,130.0,8.0,2.0,0.0,55,380,3,0,0,10.0
KFC,Chicken Breast,Extra,770.0,60.0,10.0,0.0,105,1530,21,1,1,35.0
KFC,Chicken Drumstick,Extra,250.0,21.0,3.5,0.0,50,530,6,1,0,11.0
KFC,Chicken Thigh,Extra,500.0,40.0,7.0,0.0,100,970,11,1,1,22.0
KFC,Chicken Whole Wing,Extra,290.0,25.0,4.0,0.0,45,520,6,1,1,10.0
KFC,Breast,Extra,260.0,12.0,3.0,0.0,130,790,1,0,0,38.0
KFC,Drumstick,Extra,100.0,6.0,1.5,0.0,55,260,0,0,0,11.0
KFC,Thigh,Extra,180.0,12.0,3.5,0.0,90,470,0,0,0,17.0
KFC,Whole Wing,Extra,90.0,6.0,1.5,0.0,45,210,1,0,0,9.0
KFC,Breast,Extra,540.0,40.0,7.0,0.0,100,1390,14,2,1,31.0
KFC,Drumstick,Extra,190.0,14.0,2.5,0.0,40,510,6,1,0,9.0
KFC,Thigh,Extra,390.0,32.0,6.0,0.0,65,900,12,2,1,13.0
KFC,Whole Wing,Extra,180.0,15.0,2.5,0.0,35,450,5,1,0,8.0
KFC,EXTRA CRISPY Chicken Breast,Extra,530.0,35.0,6.0,0.0,105,1150,18,0,0,35.0
KFC,EXTRA CRISPY Chicken Drumstick,Extra,170.0,12.0,2.0,0.0,50,390,5,0,0,10.0
KFC,EXTRA CRISPY Chicken Thigh,Extra,330.0,23.0,4.5,0.0,100,700,9,0,0,22.0
KFC,EXTRA CRISPY Chicken Whole Wing,Extra,170.0,13.0,2.0,0.0,45,340,5,0,0,10.0
KFC,KENTUCKY GRILLED CHICKEN Breast,Extra,210.0,7.0,2.0,0.0,130,710,0,0,0,38.0
KFC,KENTUCKY GRILLED CHICKEN Drumstick,Extra,80.0,4.0,1.0,0.0,55,220,0,0,0,11.0
KFC,KENTUCKY GRILLED CHICKEN Thigh,Extra,150.0,9.0,3.0,0.0,90,420,0,0,0,17.0
KFC,KENTUCKY GRILLED CHICKEN Whole Wing,Extra,70.0,3.0,1.0,0.0,45,180,0,0,0,9.0
KFC,SPICY CRISPY CHICKEN Breast,Extra,350.0,20.0,3.5,0.0,100,1100,11,1,0,30.0
KFC,SPICY CRISPY CHICKEN Drumstick,Extra,130.0,8.0,1.5,0.0,40,420,5,1,0,9.0
KFC,SPICY CRISPY CHICKEN Thigh,Extra,270.0,20.0,3.5,0.0,65,720,10,1,0,13.0
KFC,SPICY CRISPY CHICKEN Whole Wing,Extra,120.0,8.0,1.5,0.0,35,350,5,0,0,7.0
KFC,EXTRA CRISPY Tender (each),Extra,260.0,14.0,2.0,0.0,50,610,15,1,0,19.0
KFC,EXTRA CRISPY Tender (each),Extra,220.0,16.0,2.5,0.0,25,460,9,1,0,10.0
KFC,KENTUCKY FRIED WINGS Buffalo,Extra,100.0,7.0,1.5,0.0,20,310,3,0,0,5.0
KFC,KENTUCKY FRIED WINGS Honey BBQ,Extra,100.0,6.0,1.0,0.0,20,210,8,0,4,5.0
KFC,KENTUCKY FRIED WINGS Nashville Hot,Extra,130.0,11.0,2.0,0.0,20,230,4,0,0,5.0
KFC,KENTUCKY FRIED WINGS Unsauced,Extra,80.0,6.0,1.0,0.0,20,150,3,0,0,5.0
KFC,POPCORN NUGGETS Kids,Extra,290.0,19.0,2.5,0.0,30,870,19,1,0,13.0
KFC,POPCORN NUGGETS Large,Extra,620.0,39.0,5.0,0.0,65,1820,39,2,0,27.0
KFC,BBQ Baked Beans,Extra,190.0,1.0,0.0,0.0,0,650,34,7,15,11.0
KFC,Biscuit,Extra,180.0,8.0,4.5,0.0,0,520,22,1,1,4.0
KFC,Coleslaw,Salad,170.0,12.0,2.0,0.0,5,180,14,4,10,1.0
KFC,Corn on the Cob,Extra,70.0,0.5,0.0,0.0,0,0,17,2,3,2.0
KFC,Green Beans,Extra,25.0,0.0,0.0,0.0,0,300,5,3,1,1.0
KFC,KFC Cornbread Muffin,Extra,210.0,9.0,1.5,0.0,35,240,28,1,11,3.0
KFC,Macaroni & Cheese,Extra,140.0,6.0,1.5,0.0,5,590,17,1,2,5.0
KFC,Macaroni Salad,Salad,140.0,8.0,1.0,0.0,15,290,14,0,9,1.0
KFC,Mashed Potatoes,Extra,110.0,3.5,0.5,0.0,0,330,17,1,0,2.0
KFC,Mashed Potatoes With Gravy,Extra,130.0,4.5,1.0,0.0,0,520,20,1,0,3.0
KFC,Potato Salad,Salad,340.0,28.0,4.5,0.0,25,290,19,2,3,2.0
KFC,Secret Recipe Fries,Extra,320.0,15.0,2.0,0.0,0,1100,41,3,0,5.0
KFC,Sweet Kernel Corn,Extra,70.0,0.5,0.0,0.0,0,0,16,2,2,2.0
KFC,BBQ Baked Beans (Family),Extra,830.0,5.0,1.0,0.0,0,2810,148,31,63,47.0
KFC,Coleslaw (Family),Salad,640.0,46.0,7.0,0.0,15,670,54,14,37,4.0
KFC,Corn on the Cob (Family),Extra,280.0,2.0,0.0,0.0,0,15,67,8,11,9.0
KFC,Green Beans (Family),Extra,80.0,0.0,0.0,0.0,0,930,15,9,3,4.0
KFC,Macaroni & Cheese (Family),Extra,540.0,23.0,6.0,0.0,10,2220,66,5,8,18.0
KFC,Macaroni Salad (Family),Salad,480.0,28.0,3.5,0.0,55,990,50,0,30,3.0
KFC,Mashed Potatoes (Family),Extra,460.0,15.0,3.0,0.0,0,1410,72,6,0,9.0
KFC,Mashed Potatoes With Gravy (Family),Extra,590.0,21.0,5.0,0.0,0,2590,88,6,1,12.0
KFC,Potato Salad (Family),Salad,1200.0,98.0,16.0,0.0,80,1010,65,8,12,8.0
KFC,Secret Recipe Fries (Family),Extra,840.0,40.0,5.0,0.0,0,2890,108,9,0,13.0
KFC,Sweet Kernel Corn (Family),Extra,280.0,2.5,0.0,0.0,0,10,67,7,8,10.0
KFC,Chicken Littles,Sandwich,300.0,15.0,2.5,0.0,30,620,27,1,3,14.0
KFC,Chicken Littles – Buffalo,Sandwich,310.0,17.0,2.5,0.0,30,790,27,1,3,14.0
KFC,Chicken Littles – Honey BBQ,Sandwich,320.0,15.0,2.5,0.0,30,680,31,1,7,14.0
KFC,Chicken Littles – Nashville Hot,Sandwich,340.0,19.0,3.0,0.0,30,680,27,1,3,14.0
KFC,Classic Chicken Sandwich,Sandwich,650.0,35.0,4.5,0.0,90,1260,49,1,6,34.0
KFC,Crispy Colonel’s Sandwich,Sandwich,470.0,24.0,3.5,0.0,60,1170,39,<1,4,24.0
KFC,Crispy Colonel’s Sandwich – Buffalo,Sandwich,500.0,27.0,4.0,0.0,60,1500,39,<1,4,24.0
KFC,Crispy Colonel’s Sandwich – Honey BBQ,Sandwich,510.0,25.0,3.5,0.0,60,1290,48,<1,12,24.0
KFC,Crispy Colonel’s Sandwich – Nashville Hot,Sandwich,540.0,32.0,4.5,0.0,60,1290,40,<1,5,24.0
KFC,Crispy Twister,Wrap,630.0,34.0,7.0,0.0,70,1260,53,4,3,28.0
KFC,Honey BBQ Sandwich,Sandwich,350.0,3.5,0.5,0.0,55,1350,55,2,22,24.0
KFC,Spicy Chicken Sandwich,Extra,620.0,33.0,4.0,0.0,85,2140,49,1,6,34.0
